validation_set,score,row_count,eval_count,old_mae,new_mae,mae_delta_new_minus_old,old_rmse,new_rmse,rmse_delta_new_minus_old,old_r2,new_r2,r2_delta_new_minus_old,old_mean_pred,new_mean_pred,mean_true,old_bias,new_bias,new_better_by_mae,new_better_by_rmse
gpt_review_156,digital_affinity_score,156,156,9.647435897435898,9.459283596862269,-0.18815230057362875,11.681949696773597,12.074313181244476,0.392363484470879,0.6781869154748934,0.6562063055351453,-0.021980609939748152,49.30128205128205,55.04706292814122,54.34615384615385,-5.044871794871795,0.7009090819873872,True,False
gpt_review_156,price_sensitivity_score,156,156,11.08974358974359,9.007177571800408,-2.082566017943181,13.963780988227345,11.452319117780327,-2.511461870447018,0.10251157132460065,0.39631597579697964,0.293804404472379,59.92307692307692,55.85310959269282,51.56410256410256,8.35897435897436,4.289007028590258,True,True
gpt_review_156,trust_sensitivity_score,156,156,10.314102564102564,6.457502663462947,-3.856599900639617,12.22675712294923,8.725482048326217,-3.5012750746230132,-0.5146028309741881,0.22864366201509734,0.7432464929892855,64.6474358974359,58.72267102913746,56.205128205128204,8.442307692307692,2.5175428240092583,True,True
gpt_review_156,convenience_need_score,156,156,8.128205128205128,8.304577153089996,0.17637202488486814,10.13055798701163,10.491849935007547,0.3612919479959178,0.4354514415138354,0.3944657539466121,-0.04098568756722332,50.19871794871795,49.86779047016533,47.98076923076923,2.217948717948718,1.8870212393960974,False,False
gpt_review_156,quality_sensitivity_score,156,156,9.211538461538462,8.917368586684361,-0.2941698748541004,11.640171379476755,11.276590172314195,-0.36358120716255904,0.24124859317771452,0.28790759390388665,0.04665900072617213,70.75641025641026,67.58661387828732,65.8525641025641,4.903846153846154,1.7340497757232236,True,True
gpt_review_156,novelty_acceptance_score,156,156,9.461538461538462,9.989656150641132,0.52811768910267,11.322770341445958,12.324915182379522,1.002144840933564,0.6643210743102766,0.6022716415455456,-0.06204943276473107,46.55128205128205,47.2499697327743,48.08974358974359,-1.5384615384615385,-0.839773856969299,False,False
gpt_review_156,local_affinity_score,156,156,14.685897435897436,5.511842313037295,-9.17405512286014,16.2731098000383,7.5681660866606215,-8.704943713377677,-1.6089087667537312,0.43571423955578725,2.0446230063095183,61.10897435897436,76.47782385762707,75.55128205128206,-14.442307692307692,0.9265418063450027,True,True
gpt_review_156,family_decision_score,156,156,10.10897435897436,10.425605203640247,0.3166308446658874,12.61434876923081,12.95127750591525,0.33692873668444,0.6662639885541397,0.648197743701664,-0.018066244852475655,67.32051282051282,66.4976483773864,65.27564102564102,2.0448717948717947,1.2220073517453829,False,False
gpt_review_156,health_safety_sensitivity_score,156,156,9.08974358974359,9.654553403501943,0.5648098137583535,11.481311459084838,12.30851994839424,0.8272084893094025,0.5428822868995081,0.4746403412446373,-0.06824194565487085,58.78846153846154,59.59568316167018,57.57051282051282,1.2179487179487178,2.025170341157357,False,False
gpt_review_156,review_dependency_score,156,156,17.58974358974359,9.346290640817175,-8.243452948926416,22.071852361473123,11.979204480893861,-10.092647880579262,-1.3736707814579718,0.300804096107373,1.6744748775653449,59.34615384615385,44.174041505439895,42.92307692307692,16.423076923076923,1.2509645823629771,True,True
deepseek_pro_408,digital_affinity_score,408,408,6.924019607843137,10.168605021941715,3.2445854140985784,8.70921869033488,12.464637896754729,3.755419206419848,0.8023327825607162,0.5951113617025948,-0.20722142085812134,48.47549019607843,54.299039976398056,49.54656862745098,-1.071078431372549,4.7524713489470685,False,False
deepseek_pro_408,price_sensitivity_score,408,408,7.117647058823529,6.723402584695017,-0.39424447412851205,8.490479096854173,8.723923595913725,0.23344449905955145,0.4072912081442278,0.37425025418471325,-0.03304095395951456,60.30392156862745,55.911114300533825,55.78431372549019,4.519607843137255,0.12680057504363312,True,False
deepseek_pro_408,trust_sensitivity_score,408,408,8.291666666666666,5.741860861842324,-2.5498058048243424,9.451242267139111,7.096443617855016,-2.3547986492840955,-0.48830142448773683,0.16093690605011668,0.6492383305378535,65.08088235294117,59.2657107190297,57.970588235294116,7.110294117647059,1.29512248373558,True,True
deepseek_pro_408,convenience_need_score,408,408,6.2181372549019605,7.524057101606996,1.3059198467050352,7.917930755631827,9.391277552974778,1.473346797342951,0.6132560831138523,0.4559366834520625,-0.15731939966178976,50.09068627450981,50.21410348867862,49.03921568627451,1.0514705882352942,1.1748878024041143,False,False
deepseek_pro_408,quality_sensitivity_score,408,408,7.220588235294118,7.619803705275052,0.39921546998093405,8.873014829068119,9.548661876383589,0.6756470473154703,0.3263085084793228,0.2198040748524177,-0.10650443362690509,71.07352941176471,68.20856810164565,66.15196078431373,4.921568627450981,2.0566073173319226,False,False
deepseek_pro_408,novelty_acceptance_score,408,408,7.401960784313726,9.288876060657767,1.886915276344041,8.936321566352394,11.436935372806085,2.500613806453691,0.7315912609290076,0.5603587746495433,-0.1712324862794643,45.53921568627451,46.25133175267145,44.57843137254902,0.9607843137254902,1.6729003801224258,False,False
deepseek_pro_408,local_affinity_score,408,408,11.715686274509803,6.869453939816419,-4.846232334693384,13.477832198996756,9.568276107831561,-3.9095560911651948,-0.6890155911518709,0.14874246996122986,0.8377580611131008,61.14950980392157,76.54788145139692,72.24754901960785,-11.098039215686274,4.300332431789079,True,True
deepseek_pro_408,family_decision_score,408,408,8.747549019607844,10.078875524732226,1.331326505124382,11.649602366352152,12.995146942381117,1.3455445760289653,0.6673850165596601,0.586112800849365,-0.08127221571029508,68.63970588235294,67.39639223037545,66.8578431372549,1.7818627450980393,0.5385490931205473,False,False
deepseek_pro_408,health_safety_sensitivity_score,408,408,6.860294117647059,8.93515072652991,2.0748566088828513,8.501009167313319,11.071252755285876,2.5702435879725574,0.5816692086688184,0.2904673340312638,-0.29120187463755465,59.541666666666664,60.51208792078215,56.75,2.7916666666666665,3.7620879207821574,False,False
deepseek_pro_408,review_dependency_score,408,408,14.443627450980392,7.643571687802673,-6.800055763177719,18.3108373567645,9.66679860232843,-8.644038754436071,-2.1848330003647995,0.11236259380467739,2.297195594169477,59.53921568627451,43.922810920835545,45.84068627450981,13.698529411764707,-1.9178753536742579,True,True
